"","CP","VTL20days","start_end_20","Upcross20","VTL80days","start_end_80","Upcross80","VTL360days","start_end_360","Upcross360"
"1310","623.2503219","762.655045748148",NA,NA,"739.721219593333",NA,NA,"1226.7920274",NA,NA
"1311","631.3345963","758.952486844445",NA,NA,"734.38053025",NA,NA,"1228.033376",NA,NA
"1312","627.2717614","755.249927940741",NA,NA,"729.039840906667",NA,NA,"1229.2747246",NA,NA
"1313","623.5401369","751.547369037037",NA,NA,"723.699151563333",NA,NA,"1230.5160732",NA,NA
"1314","563.7685611","747.844810133334",NA,NA,"718.35846222",NA,NA,"1231.7574218",NA,NA
"1315","580.324316","744.14225122963",NA,NA,"713.017772876667",NA,NA,"1232.9987704",NA,NA
"1316","607.1246333","740.439692325926",NA,NA,"707.677083533333",NA,NA,"1234.240119",NA,NA
"1317","610.0823237","736.737133422223",NA,NA,"702.33639419",NA,NA,"1235.4814676",NA,NA
"1318","542.2666508","733.034574518519",NA,NA,"696.995704846667",NA,NA,"1236.7228162",NA,NA
"1319","533.7076444","729.332015614815",NA,NA,"691.655015503333",NA,NA,"1237.9641648",NA,NA
"1320","587.5785883","725.629456711112",NA,NA,"686.31432616",NA,NA,"1239.2055134",NA,NA
"1321","585.3939257","721.926897807408",NA,NA,"680.973636816666",NA,NA,"1240.446862",NA,NA
"1322","551.2947703","718.224338903704",NA,NA,"675.632947473333",NA,NA,"1241.6882106",NA,NA
"1323","567.5342354","714.521780000001",NA,NA,"670.29225813",NA,NA,"1242.9295592",NA,NA
"1324","558.5277072","710.819221096297",NA,NA,"664.951568786666",NA,NA,"1244.1709078",NA,NA
"1325","676.5057328","707.116662192593",NA,NA,"659.610879443333",NA,"Upcross","1245.4122564",NA,NA
"1326","674.5113994","703.41410328889",NA,NA,"654.2701901",NA,NA,"1246.653605",NA,NA
"1327","670.3388511","699.711544385186",NA,NA,"648.929500756666",NA,NA,"1247.8949536",NA,NA
"1328","667.712834","696.008985481482",NA,NA,"643.588811413333",NA,NA,"1249.1363022",NA,NA
"1329","631.7702952","692.306426577779",NA,NA,"638.24812207",NA,NA,"1250.3776508",NA,NA
"1330","621.5241145","688.603867674075",NA,NA,"632.907432726666",NA,NA,"1251.6189994",NA,NA
"1331","640.5788893","684.901308770371",NA,NA,"627.566743383333",NA,NA,"1252.860348",NA,NA
"1332","628.1512412","681.198749866668",NA,NA,"622.22605404",NA,NA,"1254.1016966",NA,NA
"1333","633.7338382","677.496190962964",NA,NA,"616.885364696666",NA,NA,"1255.3430452",NA,NA
"1334","634.6468237","673.79363205926",NA,NA,"611.544675353333",NA,NA,"1256.5843938",NA,NA
"1335","643.4321009","670.091073155557",NA,NA,"606.20398601",NA,NA,"1257.8257424",NA,NA
"1336","628.30859","666.388514251853",NA,NA,"600.863296666666",NA,NA,"1259.067091",NA,NA
"1337","636.2186501","662.685955348149",NA,NA,"595.522607323333","END",NA,"1260.3084396",NA,NA
"1338","634.168901","658.983396444446",NA,NA,"634.168901","START",NA,"1261.5497882",NA,NA
"1339","622.7602086","655.280837540742",NA,NA,"629.87552077619",NA,NA,"1262.7911368",NA,NA
"1340","614.3095137","651.578278637038",NA,NA,"625.582140552381",NA,NA,"1264.0324854",NA,NA
"1341","610.5112035","647.875719733335",NA,NA,"621.288760328571",NA,NA,"1265.273834",NA,NA
"1342","586.6075957","644.173160829631",NA,NA,"616.995380104762",NA,NA,"1266.5151826",NA,NA
"1343","569.694518","640.470601925927",NA,NA,"612.701999880952",NA,NA,"1267.7565312",NA,NA
"1344","564.7000267","636.768043022224",NA,NA,"608.408619657143",NA,NA,"1268.9978798",NA,NA
"1345","558.9588617","633.06548411852",NA,NA,"604.115239433333",NA,NA,"1270.2392284",NA,NA
"1346","585.0232505","629.362925214816",NA,NA,"599.821859209524",NA,NA,"1271.480577",NA,NA
"1347","583.7711891","625.660366311113",NA,NA,"595.528478985714",NA,NA,"1272.7219256",NA,NA
"1348","579.2438504","621.957807407409",NA,NA,"591.235098761905",NA,NA,"1273.9632742",NA,NA
"1349","483.1640126","618.255248503705",NA,NA,"586.941718538095",NA,NA,"1275.2046228",NA,NA
"1350","498.6613289","614.552689600001",NA,NA,"582.648338314285",NA,NA,"1276.4459714",NA,NA
"1351","489.5170235","610.850130696298",NA,NA,"578.354958090476",NA,NA,"1277.68732",NA,NA
"1352","458.9663283","607.147571792594",NA,NA,"574.061577866666",NA,NA,"1278.9286686",NA,NA
"1353","455.3553541","603.44501288889",NA,NA,"569.768197642857",NA,NA,"1280.1700172",NA,NA
"1354","479.0084659","599.742453985187",NA,NA,"565.474817419047",NA,NA,"1281.4113658",NA,NA
"1355","439.0114925","596.039895081483",NA,NA,"561.181437195238",NA,NA,"1282.6527144",NA,NA
"1356","449.4411515","592.337336177779",NA,NA,"556.888056971428",NA,NA,"1283.894063",NA,NA
"1357","449.7198697","588.634777274076",NA,NA,"552.594676747619",NA,NA,"1285.1354116",NA,NA
"1358","461.6753315","584.932218370372",NA,NA,"548.301296523809",NA,NA,"1286.3767602",NA,NA
"1359","458.6334805","581.229659466668",NA,NA,"544.007916299999",NA,NA,"1287.6181088",NA,NA
"1360","448.6552751","577.527100562965",NA,NA,"539.71453607619",NA,NA,"1288.8594574",NA,NA
"1361","452.8030988","573.824541659261",NA,NA,"535.42115585238",NA,NA,"1290.100806",NA,NA
"1362","442.8379849","570.121982755557",NA,NA,"531.127775628571",NA,NA,"1291.3421546",NA,NA
"1363","366.9118661","566.419423851854",NA,NA,"526.834395404761",NA,NA,"1292.5835032",NA,NA
"1364","421.9435281","562.71686494815",NA,NA,"522.541015180952",NA,NA,"1293.8248518",NA,NA
"1365","424.2742126","559.014306044446",NA,NA,"518.247634957142",NA,NA,"1295.0662004",NA,NA
"1366","416.3623217","555.311747140743",NA,NA,"513.954254733333",NA,NA,"1296.307549",NA,NA
"1367","461.1082466","551.609188237039",NA,NA,"509.660874509523",NA,NA,"1297.5488976",NA,NA
"1368","521.6152996","547.906629333335",NA,NA,"505.367494285714",NA,"Upcross","1298.7902462",NA,NA
"1369","531.4818467","544.204070429632",NA,NA,"501.074114061904",NA,NA,"1300.0315948",NA,NA
"1370","499.8375515","540.501511525928",NA,NA,"496.780733838094",NA,NA,"1301.27294340001",NA,NA
"1371","483.0200135","536.798952622224",NA,NA,"492.487353614285",NA,NA,"1302.51429200001",NA,NA
"1372","504.3655952","533.096393718521",NA,NA,"488.193973390475",NA,NA,"1303.75564060001",NA,NA
"1373","501.5571844","529.393834814817",NA,NA,"483.900593166666",NA,NA,"1304.99698920001",NA,NA
"1374","498.0845303","525.691275911113",NA,NA,"479.607212942856",NA,NA,"1306.23833780001",NA,NA
"1375","489.50351","521.98871700741",NA,NA,"475.313832719047",NA,NA,"1307.47968640001",NA,NA
"1376","490.6329675","518.286158103706",NA,NA,"471.020452495237",NA,NA,"1308.72103500001",NA,NA
"1377","503.291801","514.583599200002",NA,NA,"466.727072271428",NA,NA,"1309.96238360001",NA,NA
"1378","466.4261713","510.881040296299",NA,NA,"462.433692047618",NA,NA,"1311.20373220001",NA,NA
"1379","459.2267098","507.178481392595",NA,NA,"458.140311823808",NA,NA,"1312.44508080001",NA,NA
"1380","438.7093637","503.475922488891",NA,NA,"453.846931599999",NA,NA,"1313.68642940001",NA,NA
"1381","441.5478055","499.773363585188",NA,NA,"449.553551376189",NA,NA,"1314.92777800001",NA,NA
"1382","447.7099308","496.070804681484",NA,NA,"445.26017115238",NA,NA,"1316.16912660001",NA,NA
"1383","448.8757155","492.36824577778",NA,NA,"440.96679092857",NA,NA,"1317.41047520001",NA,NA
"1384","460.1946983","488.665686874077",NA,NA,"436.673410704761",NA,NA,"1318.65182380001",NA,NA
"1385","452.2397798","484.963127970373",NA,NA,"432.380030480951",NA,NA,"1319.89317240001",NA,NA
"1386","438.978588","481.260569066669",NA,NA,"428.086650257142",NA,NA,"1321.13452100001",NA,NA
"1387","436.6753986","477.558010162966",NA,NA,"423.793270033332",NA,NA,"1322.37586960001",NA,NA
"1388","432.338179","473.855451259262",NA,NA,"419.499889809523",NA,NA,"1323.61721820001",NA,NA
"1389","430.1282054","470.152892355558",NA,NA,"415.206509585713",NA,NA,"1324.85856680001",NA,NA
"1390","442.1828761","466.450333451854",NA,NA,"410.913129361903",NA,NA,"1326.09991540001",NA,NA
"1391","440.4027627","462.747774548151",NA,NA,"406.619749138094",NA,NA,"1327.34126400001",NA,NA
"1392","452.6979997","459.045215644447",NA,NA,"402.326368914284",NA,NA,"1328.58261260001",NA,NA
"1393","456.7558463","455.342656740743",NA,"Upcross","398.032988690475",NA,NA,"1329.82396120001",NA,NA
"1394","439.114476","451.64009783704",NA,NA,"393.739608466665",NA,NA,"1331.06530980001",NA,NA
"1395","441.2809556","447.937538933336",NA,NA,"389.446228242856",NA,NA,"1332.30665840001",NA,NA
"1396","439.005775","444.234980029632",NA,NA,"385.152848019046",NA,NA,"1333.54800700001",NA,NA
"1397","444.8482057","440.532421125929",NA,NA,"380.859467795237",NA,NA,"1334.78935560001",NA,NA
"1398","446.9615587","436.829862222225",NA,NA,"376.566087571427",NA,NA,"1336.03070420001",NA,NA
"1399","448.7421537","433.127303318521",NA,NA,"372.272707347617",NA,NA,"1337.27205280001",NA,NA
"1400","449.2222893","429.424744414818",NA,NA,"367.979327123808",NA,NA,"1338.51340140001",NA,NA
"1401","446.9626414","425.722185511114",NA,NA,"363.685946899998",NA,NA,"1339.75475000001",NA,NA
"1402","447.4048568","422.01962660741",NA,NA,"359.392566676189",NA,NA,"1340.99609860001",NA,NA
"1403","490.3356482","418.317067703707",NA,NA,"355.099186452379",NA,NA,"1342.23744720001",NA,NA
"1404","493.9334918","414.614508800003",NA,NA,"350.80580622857",NA,NA,"1343.47879580001",NA,NA
"1405","526.8142884","410.911949896299",NA,NA,"346.51242600476",NA,NA,"1344.72014440001",NA,NA
"1406","523.6993203","407.209390992596",NA,NA,"342.219045780951",NA,NA,"1345.96149300001",NA,NA
"1407","527.6912431","403.506832088892",NA,NA,"337.925665557141",NA,NA,"1347.20284160001",NA,NA
"1408","573.3124588","399.804273185188",NA,NA,"333.632285333332",NA,NA,"1348.44419020001",NA,NA
"1409","584.8479749","396.101714281485",NA,NA,"329.338905109522",NA,NA,"1349.68553880001",NA,NA
"1410","573.9282692","392.399155377781",NA,NA,"325.045524885712",NA,NA,"1350.92688740001",NA,NA
"1411","579.1893188","388.696596474077",NA,NA,"320.752144661903",NA,NA,"1352.16823600001",NA,NA
"1412","570.3493109","384.994037570374",NA,NA,"316.458764438093",NA,NA,"1353.40958460001",NA,NA
"1413","620.8463606","381.29147866667",NA,NA,"312.165384214284",NA,NA,"1354.65093320001",NA,NA
"1414","627.8924207","377.588919762966",NA,NA,"307.872003990474",NA,NA,"1355.89228180001",NA,NA
"1415","630.0749535","373.886360859263",NA,NA,"303.578623766665",NA,NA,"1357.13363040001",NA,NA
"1416","663.5057238","370.183801955559","END",NA,"299.285243542855",NA,NA,"1358.37497900001",NA,NA
"1417","672.3878971","672.3878971","START",NA,"294.991863319046",NA,NA,"1359.61632760001",NA,NA
"1418","643.8873688","675.323439816667",NA,NA,"290.698483095236",NA,NA,"1360.85767620001",NA,NA
"1419","661.5035582","678.258982533333",NA,NA,"286.405102871426",NA,NA,"1362.09902480001",NA,NA
"1420","650.1333159","681.19452525",NA,NA,"282.111722647617",NA,NA,"1363.34037340001",NA,NA
"1421","656.8002718","684.130067966667",NA,NA,"277.818342423807",NA,NA,"1364.58172200001",NA,NA
"1422","657.8199749","687.065610683333",NA,NA,"273.524962199998",NA,NA,"1365.82307060001",NA,NA
"1423","648.3363223","690.0011534",NA,NA,"269.231581976188",NA,NA,"1367.06441920001",NA,NA
"1424","650.9366096","692.936696116667",NA,NA,"264.938201752379",NA,NA,"1368.30576780001",NA,NA
"1425","631.4890222","695.872238833333",NA,NA,"260.644821528569",NA,NA,"1369.54711640001",NA,NA
"1426","591.9750771","698.80778155",NA,NA,"256.35144130476",NA,NA,"1370.78846500001",NA,NA
"1427","597.0449997","701.743324266666",NA,NA,"252.05806108095",NA,NA,"1372.02981360001",NA,NA
"1428","575.5594617","704.678866983333",NA,NA,"247.764680857141",NA,NA,"1373.27116220001",NA,NA
"1429","589.7246464","707.6144097",NA,NA,"243.471300633331",NA,NA,"1374.51251080001",NA,NA
"1430","590.5674822","710.549952416666",NA,NA,"239.177920409521",NA,NA,"1375.75385940001",NA,NA
"1431","609.0800029","713.485495133333",NA,NA,"234.884540185712",NA,NA,"1376.99520800001",NA,NA
"1432","607.629796","716.42103785",NA,NA,"230.591159961902",NA,NA,"1378.23655660001",NA,NA
"1433","595.7514769","719.356580566666",NA,NA,"226.297779738093",NA,NA,"1379.47790520001",NA,NA
"1434","591.5315228","722.292123283333",NA,NA,"222.004399514283",NA,NA,"1380.71925380001",NA,NA
"1435","592.7643495","725.227666",NA,NA,"217.711019290474",NA,NA,"1381.96060240001",NA,NA
"1436","599.6346335","728.163208716666",NA,NA,"213.417639066664",NA,NA,"1383.20195100001",NA,NA
"1437","589.5522998","731.098751433333",NA,NA,"209.124258842855",NA,NA,"1384.44329960001",NA,NA
"1438","579.9737186","734.03429415",NA,NA,"204.830878619045",NA,NA,"1385.68464820001",NA,NA
"1439","562.23678","736.969836866666",NA,NA,"200.537498395236",NA,NA,"1386.92599680001",NA,NA
"1440","580.7492303","739.905379583333",NA,NA,"196.244118171426",NA,NA,"1388.16734540001",NA,NA
"1441","600.6383054","742.8409223",NA,NA,"191.950737947616",NA,NA,"1389.40869400001",NA,NA
"1442","594.3903042","745.776465016666",NA,NA,"187.657357723807",NA,NA,"1390.65004260001",NA,NA
"1443","600.8405184","748.712007733333",NA,NA,"183.363977499997",NA,NA,"1391.89139120001",NA,NA
"1444","638.946114","751.647550449999",NA,NA,"179.070597276188",NA,NA,"1393.13273980001",NA,NA
"1445","642.9565967","754.583093166666",NA,NA,"174.777217052378","END",NA,"1394.37408840001",NA,NA
"1446","651.2983477","757.518635883333",NA,NA,"651.2983477","START",NA,"1395.61543700001",NA,NA
"1447","646.4133891","760.454178599999",NA,NA,"650.571121858621",NA,NA,"1396.85678560001",NA,NA
"1448","630.6355029","763.389721316666",NA,NA,"649.843896017241",NA,NA,"1398.09813420001",NA,NA
"1449","630.4683419","766.325264033333",NA,NA,"649.116670175862",NA,NA,"1399.33948280001",NA,NA
"1450","634.6726745","769.260806749999",NA,NA,"648.389444334483",NA,NA,"1400.58083140001",NA,NA
"1451","622.854979","772.196349466666",NA,NA,"647.662218493103",NA,NA,"1401.82218000001",NA,NA
"1452","624.8943311","775.131892183333",NA,NA,"646.934992651724",NA,NA,"1403.06352860001",NA,NA
"1453","621.9390918","778.067434899999",NA,NA,"646.207766810345",NA,NA,"1404.30487720001",NA,NA
"1454","616.5228498","781.002977616666",NA,NA,"645.480540968965",NA,NA,"1405.54622580001",NA,NA
"1455","634.4943781","783.938520333333",NA,NA,"644.753315127586",NA,NA,"1406.78757440001",NA,NA
"1456","636.9239579","786.874063049999",NA,NA,"644.026089286207",NA,NA,"1408.02892300001",NA,NA
"1457","629.8757504","789.809605766666",NA,NA,"643.298863444827",NA,NA,"1409.27027160001",NA,NA
"1458","619.1974591","792.745148483333",NA,NA,"642.571637603448",NA,NA,"1410.51162020001",NA,NA
"1459","621.9346014","795.680691199999",NA,NA,"641.844411762069",NA,NA,"1411.75296880001",NA,NA
"1460","616.3518822","798.616233916666",NA,NA,"641.11718592069",NA,NA,"1412.99431740001",NA,NA
"1461","624.259275","801.551776633332","END",NA,"640.38996007931",NA,NA,"1414.23566600001",NA,NA
"1462","630.7501403","630.7501403","START",NA,"639.662734237931",NA,NA,"1415.47701460001",NA,NA
"1463","629.1733644","629.4658773375",NA,NA,"638.935508396552",NA,NA,"1416.71836320001",NA,NA
"1464","625.2486762","628.181614375",NA,NA,"638.208282555172",NA,NA,"1417.95971180001",NA,NA
"1465","621.3053314","626.8973514125",NA,NA,"637.481056713793",NA,NA,"1419.20106040001",NA,NA
"1466","619.8232645","625.61308845",NA,NA,"636.753830872414",NA,NA,"1420.44240900001",NA,NA
"1467","619.7728168","624.3288254875",NA,NA,"636.026605031034",NA,NA,"1421.68375760001",NA,NA
"1468","602.8796455","623.044562525",NA,NA,"635.299379189655",NA,NA,"1422.92510620001",NA,NA
"1469","601.5785143","621.7602995625",NA,NA,"634.572153348276",NA,NA,"1424.16645480001",NA,NA
"1470","594.7026072","620.4760366",NA,NA,"633.844927506896",NA,NA,"1425.40780340001",NA,NA
"1471","591.5754442","619.1917736375",NA,NA,"633.117701665517",NA,NA,"1426.64915200001",NA,NA
"1472","587.493005","617.907510675",NA,NA,"632.390475824138",NA,NA,"1427.89050060001",NA,NA
"1473","584.1123933","616.623247712501",NA,NA,"631.663249982758",NA,NA,"1429.13184920001",NA,NA
"1474","562.9146251","615.338984750001",NA,NA,"630.936024141379",NA,NA,"1430.37319780001",NA,NA
"1475","581.975562","614.054721787501",NA,NA,"630.2087983",NA,NA,"1431.61454640001",NA,NA
"1476","596.5067592","612.770458825001",NA,NA,"629.48157245862",NA,NA,"1432.85589500001",NA,NA
"1477","589.7572615","611.486195862501",NA,NA,"628.754346617241",NA,NA,"1434.09724360001",NA,NA
"1478","586.7537367","610.201932900001",NA,NA,"628.027120775862",NA,NA,"1435.33859220001",NA,NA
"1479","587.6083355","608.917669937501",NA,NA,"627.299894934482",NA,NA,"1436.57994080001",NA,NA
"1480","581.8819886","607.633406975001",NA,NA,"626.572669093103",NA,NA,"1437.82128940001",NA,NA
"1481","582.2483714","606.349144012501",NA,NA,"625.845443251724",NA,NA,"1439.06263800001",NA,NA
"1482","586.0466335","605.064881050001",NA,NA,"625.118217410344",NA,NA,"1440.30398660001",NA,NA
"1483","589.0244126","603.780618087501",NA,NA,"624.390991568965",NA,NA,"1441.54533520001",NA,NA
"1484","588.9785213","602.496355125001","END",NA,"623.663765727586",NA,NA,"1442.78668380001",NA,NA
"1485","589.373502","589.373502","START",NA,"622.936539886206",NA,NA,"1444.02803240001",NA,NA
"1486","573.4414839","587.564417345455",NA,NA,"622.209314044827",NA,NA,"1445.26938100001",NA,NA
"1487","568.3075202","585.755332690909",NA,NA,"621.482088203448",NA,NA,"1446.51072960001",NA,NA
"1488","548.3701753","583.946248036364",NA,NA,"620.754862362068",NA,NA,"1447.75207820001",NA,NA
"1489","505.1074997","582.137163381818",NA,NA,"620.027636520689",NA,NA,"1448.99342680001",NA,NA
"1490","500.3230601","580.328078727273",NA,NA,"619.30041067931",NA,NA,"1450.23477540001",NA,NA
"1491","521.7479629","578.518994072727",NA,NA,"618.573184837931",NA,NA,"1451.47612400001",NA,NA
"1492","497.764659","576.709909418182",NA,NA,"617.845958996551",NA,NA,"1452.71747260001",NA,NA
"1493","468.9579182","574.900824763636",NA,NA,"617.118733155172",NA,NA,"1453.95882120001",NA,NA
"1494","486.7943507","573.091740109091",NA,NA,"616.391507313793",NA,NA,"1455.20016980001",NA,NA
"1495","515.1203539","571.282655454545",NA,NA,"615.664281472413",NA,NA,"1456.44151840001",NA,NA
"1496","519.3078521","569.4735708",NA,NA,"614.937055631034",NA,NA,"1457.68286700001",NA,NA
"1497","516.1593688","567.664486145454",NA,NA,"614.209829789655",NA,NA,"1458.92421560001",NA,NA
"1498","497.1257595","565.855401490909",NA,NA,"613.482603948275",NA,NA,"1460.16556420001",NA,NA
"1499","508.430742","564.046316836363",NA,NA,"612.755378106896",NA,NA,"1461.40691280001",NA,NA
"1500","501.6102867","562.237232181818",NA,NA,"612.028152265517",NA,NA,"1462.64826140001",NA,NA
"1501","511.8523217","560.428147527272",NA,NA,"611.300926424137",NA,NA,"1463.88961000001",NA,NA
"1502","510.1623238","558.619062872727",NA,NA,"610.573700582758",NA,NA,"1465.13095860001",NA,NA
"1503","506.2851517","556.809978218182",NA,NA,"609.846474741379",NA,NA,"1466.37230720001",NA,NA
"1504","508.8665719","555.000893563636",NA,NA,"609.119248899999",NA,NA,"1467.61365580001",NA,NA
"1505","501.2757233","553.191808909091",NA,NA,"608.39202305862",NA,NA,"1468.85500440001",NA,NA
"1506","478.5114255","551.382724254545",NA,NA,"607.664797217241",NA,NA,"1470.09635300001",NA,NA
"1507","474.5414898","549.5736396",NA,NA,"606.937571375861",NA,NA,"1471.33770160001",NA,NA
"1508","474.4306707","547.764554945454",NA,NA,"606.210345534482",NA,NA,"1472.57905020001",NA,NA
"1509","473.9592034","545.955470290909",NA,NA,"605.483119693103",NA,NA,"1473.82039880001",NA,NA
"1510","489.5552013","544.146385636363",NA,NA,"604.755893851723",NA,NA,"1475.06174740001",NA,NA
"1511","478.7497829","542.337300981818",NA,NA,"604.028668010344",NA,NA,"1476.30309600001",NA,NA
"1512","480.6424918","540.528216327272","END",NA,"603.301442168965",NA,NA,"1477.54444460001",NA,NA
"1513","478.3655009","478.3655009","START",NA,"602.574216327585",NA,NA,"1478.78579320001",NA,NA
"1514","468.9754959","474.400929432143",NA,NA,"601.846990486206",NA,NA,"1480.02714180001",NA,NA
"1515","473.5120272","470.436357964286",NA,"Upcross","601.119764644827",NA,NA,"1481.26849040001",NA,NA
"1516","477.7784176","466.471786496429",NA,NA,"600.392538803447",NA,NA,"1482.50983900001",NA,NA
"1517","477.2706821","462.507215028571",NA,NA,"599.665312962068",NA,NA,"1483.75118760001",NA,NA
"1518","473.9972823","458.542643560714","END",NA,"598.938087120689",NA,NA,"1484.99253620001",NA,NA
"1519","477.960974","477.960974","START",NA,"598.210861279309",NA,NA,"1486.23388480001",NA,NA
"1520","475.648064","475.900600806667",NA,NA,"597.48363543793",NA,NA,"1487.47523340001",NA,NA
"1521","472.6556297","473.840227613333",NA,NA,"596.756409596551",NA,NA,"1488.71658200001",NA,NA
"1522","464.1777545","471.77985442",NA,NA,"596.029183755172",NA,NA,"1489.95793060001",NA,NA
"1523","456.3398913","469.719481226667",NA,NA,"595.301957913792",NA,NA,"1491.19927920001",NA,NA
"1524","426.880107","467.659108033333",NA,NA,"594.574732072413",NA,NA,"1492.44062780001",NA,NA
"1525","393.8938907","465.59873484",NA,NA,"593.847506231034",NA,NA,"1493.68197640001",NA,NA
"1526","411.0413428","463.538361646667",NA,NA,"593.120280389654",NA,NA,"1494.92332500001",NA,NA
"1527","400.4045307","461.477988453334",NA,NA,"592.393054548275",NA,NA,"1496.16467360001",NA,NA
"1528","400.8816222","459.41761526",NA,NA,"591.665828706896",NA,NA,"1497.40602220001",NA,NA
"1529","438.491801","457.357242066667",NA,NA,"590.938602865516",NA,NA,"1498.64737080001",NA,NA
"1530","423.7000918","455.296868873334",NA,NA,"590.211377024137",NA,NA,"1499.88871940001",NA,NA
"1531","409.5377499","453.23649568",NA,NA,"589.484151182758",NA,NA,"1501.13006800001",NA,NA
"1532","405.2982519","451.176122486667",NA,NA,"588.756925341378",NA,NA,"1502.37141660001",NA,NA
"1533","400.5993346","449.115749293334",NA,NA,"588.029699499999",NA,NA,"1503.61276520001",NA,NA
