"","CP","VTL20days","start_end_20","Upcross20","VTL80days","start_end_80","Upcross80","VTL360days","start_end_360","Upcross360"
"2896","6720.373234","6791.62571982353",NA,NA,"8451.62056288525",NA,NA,"26080.7849561072",NA,NA
"2897","6059.575859","6727.70444211765",NA,NA,"8423.01832439344",NA,NA,"26115.2249083858",NA,NA
"2898","6174.225779","6663.78316441177",NA,NA,"8394.41608590164",NA,NA,"26149.6648606645",NA,NA
"2899","6146.487195","6599.86188670589",NA,NA,"8365.81384740984",NA,NA,"26184.1048129431",NA,NA
"2900","6243.535441","6535.94060900001",NA,NA,"8337.21160891803",NA,NA,"26218.5447652218",NA,NA
"2901","6096.128766","6472.01933129412",NA,NA,"8308.60937042623",NA,NA,"26252.9847175004",NA,NA
"2902","6139.189683","6408.09805358824",NA,NA,"8280.00713193443",NA,NA,"26287.4246697791",NA,NA
"2903","5858.635778","6344.17677588236",NA,NA,"8251.40489344262",NA,NA,"26321.8646220577",NA,NA
"2904","6220.913715","6280.25549817648",NA,NA,"8222.80265495082",NA,NA,"26356.3045743364",NA,NA
"2905","6375.541231","6216.3342204706",NA,"Upcross","8194.20041645902",NA,NA,"26390.744526615",NA,NA
"2906","6361.402539","6152.41294276471",NA,NA,"8165.59817796721",NA,NA,"26425.1844788937",NA,NA
"2907","6608.367157","6088.49166505883",NA,NA,"8136.99593947541",NA,NA,"26459.6244311723",NA,NA
"2908","6498.307859","6024.57038735295",NA,NA,"8108.39370098361",NA,NA,"26494.0643834509",NA,NA
"2909","6579.333376","5960.64910964707",NA,NA,"8079.7914624918",NA,NA,"26528.5043357296",NA,NA
"2910","6535.298403","5896.72783194119",NA,NA,"8051.189224",NA,NA,"26562.9442880082",NA,NA
"2911","6598.459096","5832.80655423531",NA,NA,"8022.5869855082",NA,NA,"26597.3842402869",NA,NA
"2912","6737.85608","5768.88527652942",NA,NA,"7993.98474701639",NA,NA,"26631.8241925655",NA,NA
"2913","6704.91998","5704.96399882354",NA,NA,"7965.38250852459",NA,NA,"26666.2641448442",NA,NA
"2914","6664.024094","5641.04272111766",NA,NA,"7936.78027003279",NA,NA,"26700.7040971228",NA,NA
"2915","6309.084004","5577.12144341178",NA,NA,"7908.17803154098",NA,NA,"26735.1440494015",NA,NA
"2916","6377.976511","5513.2001657059",NA,NA,"7879.57579304918",NA,NA,"26769.5840016801",NA,NA
"2917","6159.466676","5449.27888800001",NA,NA,"7850.97355455738",NA,NA,"26804.0239539588",NA,NA
"2918","6208.985572","5385.35761029413",NA,NA,"7822.37131606557",NA,NA,"26838.4639062374",NA,NA
"2919","6255.112479","5321.43633258825",NA,NA,"7793.76907757377",NA,NA,"26872.9038585161",NA,NA
"2920","6347.604274","5257.51505488237",NA,NA,"7765.16683908197",NA,NA,"26907.3438107947",NA,NA
"2921","6710.807437","5193.59377717649",NA,NA,"7736.56460059016",NA,NA,"26941.7837630734",NA,NA
"2922","7320.594828","5129.6724994706",NA,NA,"7707.96236209836",NA,NA,"26976.223715352",NA,NA
"2923","7376.038339","5065.75122176472",NA,NA,"7679.36012360656",NA,NA,"27010.6636676307",NA,NA
"2924","7467.034298","5001.82994405884",NA,NA,"7650.75788511475",NA,NA,"27045.1036199093",NA,NA
"2925","7327.256683","4937.90866635296",NA,NA,"7622.15564662295",NA,NA,"27079.543572188",NA,NA
"2926","7410.56562","4873.98738864708",NA,NA,"7593.55340813115",NA,NA,"27113.9835244666",NA,NA
"2927","7399.483747","4810.06611094119",NA,NA,"7564.95116963934",NA,NA,"27148.4234767453",NA,NA
"2928","7716.158627","4746.14483323531","END",NA,"7536.34893114754",NA,"Upcross","27182.8634290239",NA,NA
"2929","8397.616522","8397.616522","START",NA,"7507.74669265574",NA,NA,"27217.3033813026",NA,NA
"2930","8202.720395","8495.24948917647",NA,NA,"7479.14445416393",NA,NA,"27251.7433335812",NA,NA
"2931","7913.930778","8592.88245635294",NA,NA,"7450.54221567213",NA,NA,"27286.1832858599",NA,NA
"2932","8173.774611","8690.51542352941",NA,NA,"7421.93997718033",NA,NA,"27320.6232381385",NA,NA
"2933","8190.360057","8788.14839070588",NA,NA,"7393.33773868852",NA,NA,"27355.0631904171",NA,NA
"2934","8229.605839","8885.78135788235",NA,NA,"7364.73550019672",NA,NA,"27389.5031426958",NA,NA
"2935","8171.839519","8983.41432505882",NA,NA,"7336.13326170492",NA,NA,"27423.9430949744",NA,NA
"2936","7725.133036","9081.04729223529",NA,NA,"7307.53102321311",NA,NA,"27458.3830472531",NA,NA
"2937","7596.698012","9178.68025941177",NA,NA,"7278.92878472131",NA,NA,"27492.8229995317",NA,NA
"2938","7542.694662","9276.31322658824",NA,NA,"7250.32654622951",NA,NA,"27527.2629518104",NA,NA
"2939","7411.34425","9373.94619376471",NA,NA,"7221.7243077377",NA,NA,"27561.702904089",NA,NA
"2940","7002.208653","9471.57916094118",NA,NA,"7193.1220692459",NA,NA,"27596.1428563677",NA,NA
"2941","7031.587751","9569.21212811765",NA,NA,"7164.5198307541",NA,NA,"27630.5828086463",NA,NA
"2942","6929.990894","9666.84509529412",NA,NA,"7135.91759226229",NA,NA,"27665.022760925",NA,NA
"2943","6722.578433","9764.47806247059",NA,NA,"7107.31535377049",NA,NA,"27699.4627132036",NA,NA
"2944","6267.388674","9862.11102964706",NA,NA,"7078.71311527869",NA,NA,"27733.9026654823",NA,NA
"2945","6558.096908","9959.74399682353",NA,NA,"7050.11087678688",NA,NA,"27768.3426177609",NA,NA
"2946","6135.751859","10057.376964",NA,NA,"7021.50863829508",NA,NA,"27802.7825700396",NA,NA
"2947","6313.749312","10155.0099311765",NA,NA,"6992.90639980328",NA,NA,"27837.2225223182",NA,NA
"2948","6314.691656","10252.6428983529",NA,NA,"6964.30416131147",NA,NA,"27871.6624745969",NA,NA
"2949","6265.848044","10350.2758655294",NA,NA,"6935.70192281967",NA,NA,"27906.1024268755",NA,NA
"2950","6184.829086","10447.9088327059",NA,NA,"6907.09968432787",NA,NA,"27940.5423791542",NA,NA
"2951","6270.214799","10545.5417998824",NA,NA,"6878.49744583606",NA,NA,"27974.9823314328",NA,NA
"2952","6290.750455","10643.1747670588",NA,NA,"6849.89520734426",NA,NA,"28009.4222837115",NA,NA
"2953","6563.078289","10740.8077342353",NA,NA,"6821.29296885246",NA,NA,"28043.8622359901",NA,NA
"2954","6399.287447","10838.4407014118",NA,NA,"6792.69073036065",NA,NA,"28078.3021882688",NA,NA
"2955","6490.716127","10936.0736685882",NA,NA,"6764.08849186885",NA,NA,"28112.7421405474",NA,NA
"2956","6272.952729","11033.7066357647",NA,NA,"6735.48625337705",NA,NA,"28147.182092826",NA,NA
"2957","6473.076039","11131.3396029412",NA,NA,"6706.88401488525",NA,NA,"28181.6220451047",NA,NA
"2958","6365.009832","11228.9725701176",NA,NA,"6678.28177639344",NA,NA,"28216.0619973833",NA,NA
"2959","6516.409025","11326.6055372941",NA,NA,"6649.67953790164",NA,NA,"28250.501949662",NA,NA
"2960","6697.731879","11424.2385044706",NA,NA,"6621.07729940984",NA,NA,"28284.9419019406",NA,NA
"2961","6745.438939","11521.8714716471",NA,NA,"6592.47506091803",NA,NA,"28319.3818542193",NA,NA
"2962","6689.869333","11619.5044388235",NA,NA,"6563.87282242623",NA,NA,"28353.8218064979",NA,NA
"2963","6839.158952","11717.137406",NA,NA,"6535.27058393443",NA,NA,"28388.2617587766",NA,NA
"2964","7092.973808","11814.7703731765",NA,NA,"6506.66834544262",NA,NA,"28422.7017110552",NA,NA
"2965","7033.428068","11912.4033403529",NA,NA,"6478.06610695082",NA,NA,"28457.1416633339",NA,NA
"2966","6966.963744","12010.0363075294",NA,NA,"6449.46386845902",NA,NA,"28491.5816156125",NA,NA
"2967","7025.14078","12107.6692747059",NA,NA,"6420.86162996721",NA,NA,"28526.0215678912",NA,NA
"2968","7192.352547","12205.3022418824",NA,NA,"6392.25939147541",NA,NA,"28560.4615201698",NA,NA
"2969","7286.667791","12302.9352090588",NA,NA,"6363.65715298361",NA,NA,"28594.9014724485",NA,NA
"2970","7257.470214","12400.5681762353",NA,NA,"6335.0549144918",NA,NA,"28629.3414247271",NA,NA
"2971","7358.811479","12498.2011434118",NA,NA,"6306.452676",NA,NA,"28663.7813770058",NA,NA
"2972","6790.897328","12595.8341105882",NA,NA,"6277.8504375082",NA,NA,"28698.2213292844",NA,NA
"2973","6488.075937","12693.4670777647",NA,NA,"6249.24819901639",NA,NA,"28732.6612815631",NA,NA
"2974","6408.653622","12791.1000449412",NA,NA,"6220.64596052459",NA,NA,"28767.1012338417",NA,NA
"2975","6187.790502","12888.7330121176",NA,NA,"6192.04372203279",NA,NA,"28801.5411861204",NA,NA
"2976","6249.24631","12986.3659792941",NA,NA,"6163.44148354098",NA,NA,"28835.981138399",NA,NA
"2977","6295.388603","13083.9989464706",NA,NA,"6134.83924504918",NA,NA,"28870.4210906777",NA,NA
"2978","6278.42464","13181.6319136471",NA,NA,"6106.23700655738",NA,NA,"28904.8610429563",NA,NA
"2979","6327.536363","13279.2648808235",NA,NA,"6077.63476806557",NA,NA,"28939.300995235",NA,NA
"2980","6490.912316","13376.897848",NA,NA,"6049.03252957377",NA,NA,"28973.7409475136",NA,NA
"2981","6494.695479","13474.5308151765",NA,NA,"6020.43029108197",NA,NA,"29008.1808997922",NA,NA
"2982","6524.165667","13572.1637823529",NA,NA,"5991.82805259016",NA,NA,"29042.6208520709",NA,NA
"2983","6497.404701","13669.7967495294",NA,NA,"5963.22581409836",NA,NA,"29077.0608043495",NA,NA
"2984","6258.594875","13767.4297167059",NA,NA,"5934.62357560656",NA,NA,"29111.5007566282",NA,NA
"2985","6340.34779","13865.0626838824",NA,NA,"5906.02133711475",NA,NA,"29145.9407089068",NA,NA
"2986","6383.951876","13962.6956510588",NA,NA,"5877.41909862295",NA,NA,"29180.3806611855",NA,NA
"2987","6498.607111","14060.3286182353",NA,NA,"5848.81686013115",NA,NA,"29214.8206134641",NA,NA
"2988","6741.142899","14157.9615854118",NA,NA,"5820.21462163934",NA,NA,"29249.2605657428",NA,NA
"2989","6705.476051","14255.5945525882","END",NA,"5791.61238314754",NA,NA,"29283.7005180214",NA,NA
"2990","6703.13685","6703.13685","START",NA,"5763.01014465574",NA,NA,"29318.1404703001",NA,NA
"2991","6576.545003","6668.627659",NA,NA,"5734.40790616393",NA,NA,"29352.5804225787",NA,NA
"2992","6416.444022","6634.118468",NA,NA,"5705.80566767213",NA,NA,"29387.0203748574",NA,NA
"2993","6463.250404","6599.609277",NA,NA,"5677.20342918033",NA,NA,"29421.460327136",NA,NA
"2994","6677.900489","6565.100086",NA,"Upcross","5648.60119068852",NA,NA,"29455.9002794147",NA,NA
"2995","6623.12616","6530.590895",NA,NA,"5619.99895219672",NA,NA,"29490.3402316933",NA,NA
"2996","6584.499148","6496.081704",NA,NA,"5591.39671370492",NA,NA,"29524.780183972",NA,NA
"2997","6604.485028","6461.572513",NA,NA,"5562.79447521311",NA,NA,"29559.2201362506",NA,NA
"2998","6561.813832","6427.063322",NA,NA,"5534.19223672131",NA,NA,"29593.6600885293",NA,NA
"2999","6508.720939","6392.554131",NA,NA,"5505.58999822951",NA,NA,"29628.1000408079",NA,NA
"3000","6464.456844","6358.04494",NA,NA,"5476.9877597377",NA,NA,"29662.5399930866",NA,NA
"3001","6545.285668","6323.535749",NA,NA,"5448.3855212459",NA,NA,"29696.9799453652",NA,NA
"3002","6585.14958","6289.026558",NA,NA,"5419.7832827541",NA,NA,"29731.4198976439",NA,NA
"3003","6550.478316","6254.517367",NA,NA,"5391.18104426229",NA,NA,"29765.8598499225",NA,NA
"3004","6564.56826","6220.008176","END",NA,"5362.57880577049",NA,NA,"29800.2998022012",NA,NA
"3005","6604.685274","6604.685274","START",NA,"5333.97656727869","END",NA,"29834.7397544798",NA,NA
"3006","6590.428622","6596.65835488235",NA,NA,"6590.428622","START",NA,"29869.1797067584",NA,NA
"3007","6529.102436","6588.63143576471",NA,NA,"6566.95864927273",NA,NA,"29903.6196590371",NA,NA
"3008","6159.251643","6580.60451664706",NA,NA,"6543.48867654545",NA,NA,"29938.0596113157",NA,NA
"3009","6191.677223","6572.57759752941",NA,NA,"6520.01870381818",NA,NA,"29972.4995635944",NA,NA
"3010","6197.685696","6564.55067841177",NA,NA,"6496.54873109091",NA,NA,"30006.939515873",NA,NA
"3011","6182.879344","6556.52375929412",NA,NA,"6473.07875836364",NA,NA,"30041.3794681517",NA,NA
"3012","6442.715414","6548.49684017647",NA,NA,"6449.60878563636",NA,NA,"30075.8194204303",NA,NA
"3013","6461.937159","6540.46992105883",NA,NA,"6426.13881290909",NA,"Upcross","30110.259372709",NA,NA
"3014","6442.7307","6532.44300194118",NA,NA,"6402.66884018182",NA,NA,"30144.6993249876",NA,NA
"3015","6396.479812","6524.41608282353",NA,NA,"6379.19886745455",NA,NA,"30179.1392772663",NA,NA
"3016","6383.07784","6516.38916370589",NA,NA,"6355.72889472727",NA,NA,"30213.5792295449",NA,NA
"3017","6408.252746","6508.36224458824",NA,NA,"6332.258922",NA,NA,"30248.0191818236",NA,NA
"3018","6415.340503","6500.33532547059",NA,NA,"6308.78894927273",NA,NA,"30282.4591341022",NA,NA
"3019","6408.033636","6492.30840635295",NA,NA,"6285.31897654545",NA,NA,"30316.8990863809",NA,NA
"3020","6395.987667","6484.2814872353",NA,NA,"6261.84900381818",NA,NA,"30351.3390386595",NA,NA
"3021","6413.803641","6476.25456811765",NA,NA,"6238.37903109091",NA,NA,"30385.7789909382",NA,NA
"3022","6402.324859","6468.22764900001",NA,NA,"6214.90905836364",NA,NA,"30420.2189432168",NA,NA
"3023","6404.108552","6460.20072988236",NA,NA,"6191.43908563636",NA,NA,"30454.6588954955",NA,NA
"3024","6409.405328","6452.17381076471",NA,NA,"6167.96911290909",NA,NA,"30489.0988477741",NA,NA
"3025","6406.633253","6444.14689164707",NA,NA,"6144.49914018182",NA,NA,"30523.5388000528",NA,NA
"3026","6263.041735","6436.11997252942",NA,NA,"6121.02916745455",NA,NA,"30557.9787523314",NA,NA
"3027","6272.167728","6428.09305341177",NA,NA,"6097.55919472727",NA,NA,"30592.4187046101",NA,NA
"3028","6306.316931","6420.06613429413",NA,NA,"6074.089222",NA,NA,"30626.8586568887",NA,NA
"3029","6342.977501","6412.03921517648",NA,NA,"6050.61924927273",NA,NA,"30661.2986091674",NA,NA
"3030","6348.168583","6404.01229605883",NA,NA,"6027.14927654545",NA,NA,"30695.738561446",NA,NA
"3031","6332.434133","6395.98537694119",NA,NA,"6003.67930381818",NA,NA,"30730.1785137246",NA,NA
"3032","6420.422","6387.95845782354",NA,"Upcross","5980.20933109091",NA,NA,"30764.6184660033",NA,NA
"3033","6402.946839","6379.93153870589",NA,NA,"5956.73935836364",NA,NA,"30799.0584182819",NA,NA
"3034","6441.145219","6371.90461958825","END",NA,"5933.26938563636","END",NA,"30833.4983705606","END",NA
"3035","6500.869805","6500.869805","START",NA,"6500.869805","START",NA,"6500.869805","START",NA
"3036","6406.752937","6502.63947072727",NA,NA,"6487.46446634375",NA,NA,"6466.10679032787",NA,NA
"3037","6331.378767","6504.40913645455",NA,NA,"6474.0591276875",NA,NA,"6431.34377565574",NA,NA
"3038","6353.112734","6506.17880218182",NA,NA,"6460.65378903125",NA,NA,"6396.58076098361",NA,NA
"3039","6335.414204","6507.94846790909",NA,NA,"6447.248450375",NA,NA,"6361.81774631148",NA,NA
"3040","6320.656054","6509.71813363636",NA,NA,"6433.84311171875",NA,NA,"6327.05473163934",NA,NA
"3041","6267.937991","6511.48779936364",NA,NA,"6420.4377730625",NA,NA,"6292.29171696721",NA,NA
"3042","5574.258349","6513.25746509091",NA,NA,"6407.03243440625",NA,NA,"6257.52870229508",NA,NA
"3043","5538.560608","6515.02713081818",NA,NA,"6393.62709575",NA,NA,"6222.76568762295",NA,NA
"3044","5496.016231","6516.79679654545",NA,NA,"6380.22175709375",NA,NA,"6188.00267295082",NA,NA
"3045","5501.09234","6518.56646227273",NA,NA,"6366.8164184375",NA,NA,"6153.23965827869",NA,NA
"3046","5555.376338","6520.336128",NA,NA,"6353.41107978125",NA,NA,"6118.47664360656",NA,NA
"3047","4792.200024","6522.10579372727",NA,NA,"6340.005741125",NA,NA,"6083.71362893443",NA,NA
"3048","4317.53067","6523.87545945455",NA,NA,"6326.60040246875",NA,NA,"6048.95061426229",NA,NA
"3049","4549.32201","6525.64512518182",NA,NA,"6313.1950638125",NA,NA,"6014.18759959016",NA,NA
"3050","4303.615549","6527.41479090909",NA,NA,"6299.78972515625",NA,NA,"5979.42458491803",NA,NA
"3051","4289.892853","6529.18445663636",NA,NA,"6286.3843865",NA,NA,"5944.6615702459",NA,NA
"3052","3806.316925","6530.95412236364",NA,NA,"6272.97904784375",NA,NA,"5909.89855557377",NA,NA
"3053","3946.850874","6532.72378809091",NA,NA,"6259.5737091875",NA,NA,"5875.13554090164",NA,NA
"3054","3700.285993","6534.49345381818",NA,NA,"6246.16837053125",NA,NA,"5840.37252622951",NA,NA
"3055","3776.555905","6536.26311954545",NA,NA,"6232.763031875",NA,NA,"5805.60951155738",NA,NA
"3056","4208.475269","6538.03278527273",NA,NA,"6219.35769321875",NA,NA,"5770.84649688524",NA,NA
"3057","4239.039488","6539.802451",NA,NA,"6205.9523545625",NA,NA,"5736.08348221311",NA,NA
"3058","3973.334052","6541.57211672727",NA,NA,"6192.54701590625",NA,NA,"5701.32046754098",NA,NA
"3059","4148.073726","6543.34178245454",NA,NA,"6179.14167725",NA,NA,"5666.55745286885",NA,NA
"3060","4098.746764","6545.11144818182",NA,NA,"6165.73633859375",NA,NA,"5631.79443819672",NA,NA
"3061","3843.976666","6546.88111390909",NA,NA,"6152.3309999375",NA,NA,"5597.03142352459",NA,NA
"3062","3892.951647","6548.65077963636",NA,NA,"6138.92566128125",NA,NA,"5562.26840885246",NA,NA
"3063","3709.520858","6550.42044536364",NA,NA,"6125.520322625",NA,NA,"5527.50539418033",NA,NA
"3064","3511.968982","6552.19011109091",NA,NA,"6112.11498396875",NA,NA,"5492.74237950819",NA,NA
"3065","3372.995693","6553.95977681818",NA,NA,"6098.7096453125",NA,NA,"5457.97936483606",NA,NA
"3066","3407.951195","6555.72944254545",NA,NA,"6085.30430665625",NA,NA,"5423.21635016393",NA,NA
"3067","3540.439576","6557.49910827273",NA,NA,"6071.898968",NA,NA,"5388.4533354918",NA,NA
"3068","3413.592584","6559.268774",NA,NA,"6058.49362934375",NA,NA,"5353.69032081967",NA,NA
"3069","3352.5642","6561.03843972727",NA,NA,"6045.0882906875",NA,NA,"5318.92730614754",NA,NA
"3070","3423.012918","6562.80810545454",NA,NA,"6031.68295203125",NA,NA,"5284.16429147541",NA,NA
"3071","3260.341582","6564.57777118182",NA,NA,"6018.277613375",NA,NA,"5249.40127680328",NA,NA
"3072","3198.947474","6566.34743690909",NA,NA,"6004.87227471875",NA,NA,"5214.63826213114",NA,NA
"3073","3185.074044","6568.11710263636",NA,NA,"5991.4669360625",NA,NA,"5179.87524745901",NA,NA
"3074","3195.414555","6569.88676836364",NA,NA,"5978.06159740625",NA,NA,"5145.11223278688",NA,NA
"3075","3499.156482","6571.65643409091",NA,NA,"5964.65625875",NA,NA,"5110.34921811475",NA,NA
"3076","3659.527379","6573.42609981818",NA,NA,"5951.25092009375",NA,NA,"5075.58620344262",NA,NA
"3077","3697.725303","6575.19576554545",NA,NA,"5937.8455814375",NA,NA,"5040.82318877049",NA,NA
"3078","4067.737708","6576.96543127273",NA,NA,"5924.44024278125",NA,NA,"5006.06017409836",NA,NA
"3079","3839.085108","6578.735097",NA,NA,"5911.034904125",NA,NA,"4971.29715942623",NA,NA
"3080","3964.946116","6580.50476272727",NA,NA,"5897.62956546875",NA,NA,"4936.53414475409",NA,NA
"3081","3942.666996","6582.27442845454",NA,NA,"5884.2242268125",NA,NA,"4901.77113008196",NA,NA
"3082","4040.04579","6584.04409418182",NA,NA,"5870.81888815625",NA,NA,"4867.00811540983",NA,NA
"3083","3761.584011","6585.81375990909",NA,NA,"5857.4135495",NA,NA,"4832.2451007377",NA,NA
"3084","3807.657454","6587.58342563636",NA,NA,"5844.00821084375",NA,NA,"4797.48208606557",NA,NA
"3085","3585.460536","6589.35309136364",NA,NA,"5830.6028721875",NA,NA,"4762.71907139344",NA,NA
"3086","3881.054885","6591.12275709091",NA,NA,"5817.19753353125",NA,NA,"4727.95605672131",NA,NA
"3087","3823.138326","6592.89242281818",NA,NA,"5803.792194875",NA,NA,"4693.19304204918",NA,NA
"3088","3825.407463","6594.66208854545",NA,NA,"5790.38685621875",NA,NA,"4658.43002737704",NA,NA
"3089","3687.19994","6596.43175427273",NA,NA,"5776.9815175625",NA,NA,"4623.66701270491",NA,NA
"3090","3808.117832","6598.20142",NA,NA,"5763.57617890625",NA,NA,"4588.90399803278",NA,NA
"3091","3898.197488","6599.97108572727",NA,NA,"5750.17084025",NA,NA,"4554.14098336065",NA,NA
"3092","3784.388635","6601.74075145454",NA,NA,"5736.76550159375",NA,NA,"4519.37796868852",NA,NA
"3093","3827.524594","6603.51041718182",NA,NA,"5723.3601629375",NA,NA,"4484.61495401639",NA,NA
"3094","3798.613955","6605.28008290909","END",NA,"5709.95482428125",NA,NA,"4449.85193934426",NA,NA
"3095","4045.993775","4045.993775","START",NA,"5696.549485625",NA,NA,"4415.08892467213",NA,NA
"3096","4001.018278","4044.71472011765",NA,NA,"5683.14414696875",NA,NA,"4380.32590999999",NA,NA
"3097","3992.622789","4043.43566523529",NA,NA,"5669.7388083125",NA,NA,"4345.56289532786",NA,NA
"3098","4004.259036","4042.15661035294",NA,NA,"5656.33346965625",NA,NA,"4310.79988065573",NA,NA
"3099","3627.90345","4040.87755547059",NA,NA,"5642.928131",NA,NA,"4276.0368659836",NA,NA
"3100","3624.161421","4039.59850058824",NA,NA,"5629.52279234375",NA,NA,"4241.27385131147",NA,NA
"3101","3617.022078","4038.31944570588",NA,NA,"5616.1174536875",NA,NA,"4206.51083663934",NA,NA
"3102","3508.670108","4037.04039082353",NA,NA,"5602.71211503125",NA,NA,"4171.74782196721",NA,NA
"3103","3666.945194","4035.76133594118",NA,NA,"5589.306776375",NA,NA,"4136.98480729508",NA,NA
"3104","3581.293015","4034.48228105883",NA,NA,"5575.90143771875",NA,NA,"4102.22179262294",NA,NA
"3105","3606.986576","4033.20322617647",NA,NA,"5562.4960990625",NA,NA,"4067.45877795081",NA,NA
"3106","3640.129131","4031.92417129412",NA,NA,"5549.09076040625",NA,NA,"4032.69576327868",NA,NA
"3107","3609.426736","4030.64511641177",NA,NA,"5535.68542175",NA,NA,"3997.93274860655",NA,NA
"3108","3687.301961","4029.36606152941",NA,NA,"5522.28008309375",NA,NA,"3963.16973393442",NA,NA
"3109","3538.313723","4028.08700664706",NA,NA,"5508.8747444375",NA,NA,"3928.40671926229",NA,NA
"3110","3535.623393","4026.80795176471",NA,NA,"5495.46940578125",NA,NA,"3893.64370459016",NA,NA
"3111","3577.30835","4025.52889688236",NA,NA,"5482.064067125",NA,NA,"3858.88068991803",NA,NA
"3112","3551.893821","4024.249842",NA,NA,"5468.65872846875",NA,NA,"3824.11767524589",NA,NA
"3113","3567.588934","4022.97078711765",NA,NA,"5455.2533898125",NA,NA,"3789.35466057376",NA,NA
"3114","3561.350498","4021.6917322353",NA,NA,"5441.84805115625",NA,NA,"3754.59164590163",NA,NA
"3115","3557.039915","4020.41267735295",NA,NA,"5428.4427125",NA,NA,"3719.8286312295",NA,NA
"3116","3537.614131","4019.13362247059",NA,NA,"5415.03737384375",NA,NA,"3685.06561655737",NA,NA
"3117","3435.052514","4017.85456758824",NA,NA,"5401.6320351875",NA,NA,"3650.30260188524",NA,NA
"3118","3395.823763","4016.57551270589",NA,NA,"5388.22669653125",NA,NA,"3615.53958721311",NA,NA
"3119","3437.895866","4015.29645782353",NA,NA,"5374.821357875",NA,NA,"3580.77657254098",NA,NA
"3120","3410.131616","4014.01740294118",NA,NA,"5361.41601921875",NA,NA,"3546.01355786884",NA,NA
"3121","3445.049891","4012.73834805883",NA,NA,"5348.0106805625",NA,NA,"3511.25054319671",NA,NA
"3122","3461.935117","4011.45929317648",NA,NA,"5334.60534190625",NA,NA,"3476.48752852458",NA,NA
"3123","3413.021616","4010.18023829412",NA,NA,"5321.20000325",NA,NA,"3441.72451385245",NA,NA
"3124","3411.387962","4008.90118341177",NA,NA,"5307.79466459375",NA,NA,"3406.96149918032",NA,"Upcross"
"3125","3426.465011","4007.62212852942",NA,NA,"5294.3893259375",NA,NA,"3372.19848450819",NA,NA
"3126","3367.506365","4006.34307364707",NA,NA,"5280.98398728125",NA,NA,"3337.43546983606",NA,NA
"3127","3358.873599","4005.06401876471",NA,NA,"5267.578648625",NA,NA,"3302.67245516393",NA,NA
"3128","3612.479619","4003.78496388236",NA,NA,"5254.17330996875",NA,NA,"3267.90944049179",NA,NA
"3129","3621.268121","4002.50590900001",NA,NA,"5240.7679713125",NA,NA,"3233.14642581966",NA,NA
"3130","3642.022359","4001.22685411765",NA,NA,"5227.36263265625",NA,NA,"3198.38341114753",NA,NA
"3131","3590.618484","3999.9477992353",NA,NA,"5213.957294",NA,NA,"3163.6203964754",NA,NA
"3132","3587.902466","3998.66874435295",NA,NA,"5200.55195534375",NA,NA,"3128.85738180327",NA,NA
"3133","3576.085373","3997.3896894706",NA,NA,"5187.1466166875",NA,NA,"3094.09436713114",NA,NA
"3134","3561.916383","3996.11063458824",NA,NA,"5173.74127803125",NA,NA,"3059.33135245901",NA,NA
"3135","3565.006924","3994.83157970589",NA,NA,"5160.335939375",NA,NA,"3024.56833778688",NA,NA
"3136","3584.736003","3993.55252482354",NA,NA,"5146.93060071875",NA,NA,"2989.80532311474",NA,NA
"3137","3622.757429","3992.27346994118",NA,NA,"5133.5252620625",NA,NA,"2955.04230844261",NA,NA
"3138","3866.129217","3990.99441505883",NA,NA,"5120.11992340625",NA,NA,"2920.27929377048",NA,NA
"3139","3895.435211","3989.71536017648",NA,NA,"5106.71458475",NA,NA,"2885.51627909835",NA,NA
"3140","3931.613829","3988.43630529413",NA,NA,"5093.30924609375",NA,NA,"2850.75326442622",NA,NA
"3141","3892.261794","3987.15725041177",NA,NA,"5079.9039074375",NA,NA,"2815.99024975409",NA,NA
"3142","3948.300511","3985.87819552942",NA,NA,"5066.49856878125",NA,NA,"2781.22723508196",NA,NA
"3143","4110.151121","3984.59914064707",NA,"Upcross","5053.093230125",NA,NA,"2746.46422040983",NA,NA
"3144","3754.18379","3983.32008576472",NA,NA,"5039.68789146875",NA,NA,"2711.70120573769",NA,NA
"3145","3822.018697","3982.04103088236",NA,NA,"5026.2825528125",NA,NA,"2676.93819106556",NA,NA
"3146","3796.175068","3980.76197600001",NA,NA,"5012.87721415625",NA,NA,"2642.17517639343",NA,NA
"3147","3799.381992","3979.48292111766",NA,NA,"4999.4718755",NA,NA,"2607.4121617213",NA,NA
"3148","3792.947723","3978.2038662353",NA,NA,"4986.06653684375",NA,NA,"2572.64914704917",NA,NA
"3149","3810.632693","3976.92481135295",NA,NA,"4972.6611981875",NA,NA,"2537.88613237704",NA,NA
"3150","3809.643391","3975.6457564706",NA,NA,"4959.25585953125",NA,NA,"2503.12311770491",NA,NA
"3151","3782.38187","3974.36670158825",NA,NA,"4945.850520875",NA,NA,"2468.36010303278",NA,NA
"3152","3698.161855","3973.08764670589",NA,NA,"4932.44518221875",NA,NA,"2433.59708836064",NA,NA
"3153","3840.128049","3971.80859182354",NA,NA,"4919.0398435625",NA,NA,"2398.83407368851",NA,NA
"3154","3851.998425","3970.52953694119",NA,NA,"4905.63450490625",NA,NA,"2364.07105901638",NA,NA
"3155","3855.923168","3969.25048205884",NA,NA,"4892.22916625",NA,NA,"2329.30804434425",NA,NA
